Province,,ID,Interview Date,Version,Commune,Nº of prior non-responses ,Do you agree to participate in this survey?    ,1. What commune do you live in?,"2.	Gender       ","3.	What is your age?      ",4.What is the highest level of education you have completed?,"5.	What is your nationality?","6.	What is your ethnicity? ",7.What is your religion? ,8. Which one of these items do you have at home? ,9. Which types of medical care have you used in the last six months?,10. Which types of medical care have you used the most in the last six months?,11.a. [School teachers],11.b. [Scientific medicine practitioners],11.c.  [Traditional Chinese medicine practitioner],11.d. [Traditional Khmer medicine practitioner],"11.e. [Friends (e.g. boyfriend, close friends)]",11.f.[Monks and religious leaders],11.g. [Work colleagues or bosses],11.h. [Community leaders],"11.i.  [Close family (e.g. mother, siblings, wife, grandmother)]",12.a.​ [Cambodia],12.b. [Vietnam],12.c. [Thailand],12.d. [China],12.e. [US],12.f. [Europe],13.a. [TV],13.b.[Radio],13.c.[Newspapers],13.d. [Social Media(e.g. Facebook)],UCT,14. This list is about transportation,15. About medical condition and treatments,16. Thinking of your closest family and friends.,17. NT (a),18. NT (b),19. When was the most recent time you used bear bile or gall bladder for medicinal products?  ,Use_Bile_EVER,20. How often have you used bear bile or gall bladder for medicinal products in the last six months? ,Use_Bile,21.a.[Bear bile/bear gallbladder has medicinal value],21.b.[It is easy to find places to buy bear bile/bear gallbladder ],21.c.[There are effective medicinal alternatives to bear bile/bear gallbladder],21. d. [The use of bear bile/bear gallbladder is an important part of my culture],22.a.[ Most of the people I respect use bear bile or gallbladder for medicinal purposes],22.b.[Most people I respect have difficulty finding bear bile or gall bladder],22.c.[Most people I respect prefer scientific to traditional medicine],"22.d.[Most people I respect prefer bear bile or gall bladder from a Sun bear, not a moon bear]",Other information,Province ,Compaign site,,,,,,,,,
Preah Vihear,1/24/2019 9:39,RB107B,25/12/2018,A,Robieb,0,Yes,Robieb,Male   ,18,Secondary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Bicycle, Motorbike, Fan",Western medicine,Western medicine,Trust,Trust,Distrust,Neither trust nor distrust,Trust,Distrust,Don’t know,Trust,Trust,Trust,Distrust,Distrust,Distrust,Distrust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Don’t know,Distrust,Green (A)    ,1,2,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 9:48,RB108,29/12/2018,B,Robieb,0,Yes,Robieb,Male   ,56,Literacy certificate, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Bicycle, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Traditional Khmer medicine,Trust,Completely trust,Distrust,Neither trust nor distrust,Distrust,Trust,Distrust,Trust,Trust,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Trust,Don’t know,Don’t know,Don’t know,Red (B),1,2,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Don’t know,Agree,Disagree,Strongly Agree,Strongly Agree,Don’t know,"Question 12, respondent has no idea about the source country of the medicine, it depand on the doctor privide them.",No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 9:52,RB109,28/12/2018,A,Robieb,0,Yes,Robieb,Male   ,24,Primary school, Cambodian         ,Khmer      ,Buddhist,Mobile phone,Western medicine,Western medicine,Trust,Distrust,Distrust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Distrust,Trust,Trust,Trust,Trust,Distrust,Distrust,Don’t know,Don’t know,Green (A)    ,2,1,0-5%,0,0,Never ,0,Never ,0,Don’t know,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 9:57,RB110,25/12/2018,A,Robieb,0,Yes,Robieb,Male   ,36,None, Cambodian         ,"Khmer      , Chinese   ",Buddhist,"Mobile phone, Bicycle, Motorbike",Western medicine,Western medicine,Don’t know,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Completely distrust,Trust,Trust,Trust,Trust,Trust,Neither trust nor distrust,Don’t know,Don’t know,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Don’t know,Disagree,Don’t know,Strongly Disagree,Strongly Disagree,Strongly Agree,Neither agree nor disagree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 10:01,RB111,29/12/2018,A,Robieb,0,Yes,Robieb,Male   ,42,Literacy certificate, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Bicycle, Motorbike","Western medicine, Traditional Khmer medicine",Traditional Khmer medicine,Trust,Trust,Completely distrust,Neither trust nor distrust,Trust,Trust,Trust,Trust,Completely trust,Trust,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Trust,Trust,Don’t know,Don’t know,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Don’t know,Neither agree nor disagree,Disagree,Strongly Agree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 10:05,RB112,29/12/2018,A,Robieb,0,Yes,Robieb,Male   ,36,Primary school, Cambodian         ,Khmer      ,Buddhist,"TV, Mobile phone, Motorbike","Western medicine, Traditional Khmer medicine",Western medicine,Neither trust nor distrust,Trust,Distrust,Trust,Trust,Distrust,Trust,Trust,Completely trust,Trust,Distrust,Trust,Trust,Completely trust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Don’t know,Don’t know,Green (A)    ,1,1,0-5%,0,0,Never ,0,Never ,0,Don’t know,Don’t know,Agree,Disagree,Disagree,Disagree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 8:42,RB113,29/12/2018,B,Robieb,0,Yes,Robieb,Male   ,48,Secondary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Motorbike",Western medicine,Western medicine,Distrust,Trust,Don’t know,Don’t know,Trust,Trust,Trust,Trust,Completely trust,Distrust,Completely distrust,Trust,Trust,Completely trust,Completely trust,Trust,Trust,Don’t know,Don’t know,Red (B),2,2,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 8:53,RB114,26/12/2018,B,Robieb,0,Yes,Robieb,Male   ,22,Primary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Bicycle, Motorbike",Western medicine,Western medicine,Trust,Trust,Distrust,Neither trust nor distrust,Trust,Trust,Distrust,Trust,Completely trust,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Trust,Trust,Don’t know,Don’t know,Red (B),2,2,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 8:48,RB115,26/12/2018,B,Robieb,0,Yes,Robieb,Male   ,55,Primary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Motorbike","Western medicine, Traditional Khmer medicine",Traditional Khmer medicine,Distrust,Trust,Don’t know,Don’t know,Distrust,Don’t know,Don’t know,Trust,Completely trust,Neither trust nor distrust,Distrust,Trust,Trust,Trust,Trust,Trust,Trust,Don’t know,Don’t know,Red (B),1,1,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 8:57,RB116,30/12/2018,B,Robieb,0,Yes,Robieb,Male   ,28,Secondary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Computer/Laptop, Motorbike, Fan",Traditional Khmer medicine,Traditional Khmer medicine,Neither trust nor distrust,Trust,Distrust,Distrust,Trust,Distrust,Trust,Trust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Distrust,Completely distrust,Red (B),1,3,0-5%,0,0,Never ,0,Never ,0,Don’t know,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 9:03,RB117,27/12/2018,B,Robieb,0,Yes,Robieb,Male   ,53,Primary school, Cambodian         ,Khmer      ,Buddhist,"TV, Mobile phone, Bicycle, Motorbike, Fan", None,None,Trust,Trust,Distrust,Distrust,Neither trust nor distrust,Distrust,Distrust,Trust,Completely trust,Trust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Trust,Trust,Distrust,Distrust,Red (B),2,1,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 9:08,RB118,27/12/2018,A,Robieb,0,Yes,Robieb,Male   ,55,None, Cambodian         ,Khmer      ,Buddhist,"Mobile phone, Bicycle, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Traditional Khmer medicine,Trust,Trust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Distrust,Distrust,Trust,Trust,Trust,Distrust,Don’t know,Don’t know,Trust,Trust,Trust,Trust,Trust,Distrust,Green (A)    ,2,3,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Don’t know,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 9:57,RB119,27/12/2018,B,Robieb,0,Yes,Robieb,Male   ,35,Primary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Bicycle, Motorbike, Car/Van, Fan","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Trust,Trust,Trust,Distrust,Distrust,Distrust,Trust,Trust,Don’t know,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Distrust,Distrust,Distrust,Completely distrust,Red (B),1,3,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 10:01,RB120,27/12/2018,A,Robieb,0,Yes,Robieb,Male   ,22,High school, Cambodian         ,Khmer      ,Buddhist,"TV, Mobile phone, Bicycle, Motorbike, Fan",Western medicine,Western medicine,Trust,Neither trust nor distrust,Distrust,Distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Trust,Completely trust,Trust,Completely distrust,Don’t know,Don’t know,Don’t know,Don’t know,Neither trust nor distrust,Don’t know,Distrust,Completely distrust,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Don’t know,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 10:06,RB121,29/12/2018,A,Robieb,0,Yes,Robieb,Male   ,30,High school, Cambodian         ,Khmer      ,Buddhist,"TV, Mobile phone, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Western medicine,Neither trust nor distrust,Trust,Distrust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Completely trust,Trust,Distrust,Trust,Trust,Trust,Trust,Trust,Don’t know,Neither trust nor distrust,Neither trust nor distrust,Green (A)    ,1,1,0-5%,0,0,Never ,0,Never ,0,Neither agree nor disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 10:11,RB122,30/12/2018,B,Robieb,0,Yes,Robieb,Male   ,63,Secondary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Bicycle, Motorbike, Fan",Western medicine,Western medicine,Don’t know,Trust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Trust,Trust,Don’t know,Don’t know,Red (B),2,1,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Strongly Agree,Don’t know,Neither agree nor disagree,Strongly Agree,Neither agree nor disagree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 10:16,RB123,26/12/2018,A,Robieb,1,Yes,Robieb,Male   ,35,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Bicycle",Western medicine,Western medicine,Neither trust nor distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Trust,Trust,Neither trust nor distrust,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Don’t know,Disagree,Strongly Agree,Don’t know,Strongly Disagree,Agree,Neither agree nor disagree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 10:20,RB124,26/12/2018,B,Robieb,0,Yes,Robieb,Male   ,32,High school, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Motorbike, Fan",Western medicine,Western medicine,Neither trust nor distrust,Trust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Trust,Trust,Trust,Completely distrust,Trust,Neither trust nor distrust,Trust,Trust,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Red (B),2,1,0-5%,0,0,Never ,0,Never ,0,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 10:25,RB125,26/12/2018,A,Robieb,0,Yes,Robieb,Male   ,25,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Motorbike, Fan", None,None,Neither trust nor distrust,Completely trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Completely trust,Neither trust nor distrust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Don’t know,Neither trust nor distrust,Completely distrust,Completely distrust,Neither trust nor distrust,Completely distrust,Green (A)    ,3,0,0-5%,0,0,Never ,0,Never ,0,Agree,Disagree,Disagree,Neither agree nor disagree,Strongly Disagree,Strongly Agree,Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 10:30,RB126,26/12/2018,A,Robieb,0,Yes,Robieb,Male   ,24,High school, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Bicycle, Motorbike, Fan",Western medicine,Western medicine,Neither trust nor distrust,Completely trust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Neither trust nor distrust,Distrust,Trust,Neither trust nor distrust,Trust,Trust,Trust,Trust,Neither trust nor distrust,Trust,Green (A)    ,3,1,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 13:26,RB127,29/12/2108,A,Robieb,0,Yes,Robieb,Male   ,36,Secondary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Motorbike, Fan",Western medicine,Western medicine,Neither trust nor distrust,Trust,Distrust,Distrust,Completely distrust,Completely distrust,Distrust,Neither trust nor distrust,Completely trust,Trust,Completely distrust,Distrust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Completely distrust,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 13:30,RB128,29/12/2018,B,Robieb,0,Yes,Robieb,Male   ,51,None, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Motorbike, Fan",Western medicine,Western medicine,Completely trust,Completely trust,Completely distrust,Completely distrust,Neither trust nor distrust,Completely trust,Completely distrust,Trust,Completely trust,Completely trust,Distrust,Distrust,Neither trust nor distrust,Completely trust,Trust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Red (B),1,2,0-5%,0,0,Never ,0,Never ,0,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Disagree,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 13:34,RB129,25/12/2018,A,Robieb,0,Yes,Robieb,Male   ,65,None, Cambodian         ,Khmer      ,Christian,"Mobile phone, Motorbike, Fan",Traditional Khmer medicine,Traditional Khmer medicine,Trust,Completely trust,Don’t know,Neither trust nor distrust,Trust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Trust,Trust,Distrust,Completely distrust,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Don’t know,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/25/2019 11:55,RB130,25/12/2018,A,Robieb,0,Yes,Robieb,Male   ,25,Primary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone",Western medicine,Western medicine,Neither trust nor distrust,Completely trust,Completely distrust,Neither trust nor distrust,Trust,Completely distrust,Trust,Trust,Completely trust,Trust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Neither trust nor distrust,Distrust,Neither trust nor distrust,Completely distrust,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Don’t know,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 11:29,RB131,25/12/2018,A,Robieb,0,Yes,Robieb,Male   ,40,Primary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Bicycle, Motorbike","Western medicine, Traditional Khmer medicine",Traditional Khmer medicine,Distrust,Trust,Distrust,Distrust,Distrust,Distrust,Distrust,Trust,Distrust,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Distrust,Distrust,Don’t know,Don’t know,Green (A)    ,2,2,0-5%,0,0,Never ,0,Never ,0,Neither agree nor disagree,Disagree,Agree,Disagree,Don’t know,Don’t know,Don’t know,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 10:16,RB132,25/12/2018,B,Robieb,0,Yes,Robieb,Male   ,30,Primary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Bicycle, Motorbike","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Completely trust,Distrust,Trust,Trust,Neither trust nor distrust,Distrust,Trust,Completely trust,Trust,Trust,Trust,Trust,Trust,Trust,Distrust,Distrust,Don’t know,Don’t know,Red (B),1,1,0-5%,0,0,Never ,0,Never ,0,Don’t know,Disagree,Agree,Don’t know,Don’t know,Don’t know,Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 10:21,RB133,25/12/2018,B,Robieb,0,Yes,Robieb,Male   ,56,Primary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Bicycle, Motorbike","Western medicine, Traditional Chinese medicine",Western medicine,Distrust,Completely trust,Distrust,Distrust,Distrust,Distrust,Distrust,Trust,Distrust,Trust,Distrust,Distrust,Distrust,Trust,Trust,Neither trust nor distrust,Distrust,Don’t know,Distrust,Red (B),1,1,0-5%,0,0,Never ,0,Never ,0,Disagree,Disagree,Strongly Agree,Disagree,Don’t know,Don’t know,Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 10:26,RB134,25/12/2018,A,Robieb,0,Yes,Robieb,Male   ,80,Primary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Motorbike","Western medicine, Traditional Khmer medicine, Traditional Chinese medicine",Traditional Chinese medicine,Trust,Completely trust,Distrust,Trust,Distrust,Neither trust nor distrust,Don’t know,Neither trust nor distrust,Distrust,Distrust,Distrust,Distrust,Distrust,Distrust,Distrust,Distrust,Distrust,Don’t know,Don’t know,Green (A)    ,0,1,0-5%,0,0,Never ,0,Never ,0,Disagree,Disagree,Agree,Don’t know,Agree,Agree,Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 10:30,RB135,27/12/2018,B,Robieb,0,Yes,Robieb,Male   ,32,Primary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Bicycle, Motorbike, Fan",Western medicine,Western medicine,Don’t know,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Trust,Trust,Trust,Trust,Completely distrust,Distrust,Distrust,Trust,Trust,Trust,Trust,Don’t know,Don’t know,Red (B),1,1,0-5%,0,0,Never ,0,Never ,0,Agree,Neither agree nor disagree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 11:50,RB136,30/12/2018,A,Robieb,0,Yes,Robieb,Male   ,18,Primary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Motorbike", None,None,Trust,Trust,Completely distrust,Trust,Distrust,Trust,Distrust,Trust,Trust,Trust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Completely distrust,Trust,Distrust,Don’t know,Distrust,Green (A)    ,2,1,0-5%,2,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 11:54,RB137,30/12/2018,B,Robieb,0,Yes,Robieb,Male   ,29,Primary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Western medicine,Trust,Trust,Completely distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Trust,Trust,Trust,Trust,Distrust,Trust,Distrust,Trust,Trust,Don’t know,Trust,Don’t know,Neither trust nor distrust,Red (B),2,2,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neither agree nor disagree,Disagree,None,No,No,No,No,No,No,No,Yes,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 11:59,RB138,30/12/2018,A,Robieb,0,Yes,Robieb,Male   ,26,Secondary school, Cambodian         ,Khmer      ,Buddhist,"Mobile phone, Bicycle, Fan",Western medicine,Western medicine,Trust,Trust,Completely distrust,Distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Green (A)    ,1,2,0-5%,0,0,Never ,0,Never ,0,Don’t know,Strongly Disagree,Strongly Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly Agree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 12:03,RB139,27/12/2018,B,Robieb,0,Yes,Robieb,Male   ,73,High school, Cambodian         ,Khmer      ,Buddhist,"Tractor, Mobile phone, Bicycle, Motorbike, Fan","Western medicine, Traditional Khmer medicine",Traditional Khmer medicine,Neither trust nor distrust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Trust,Completely trust,Trust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Neither trust nor distrust,Don’t know,Red (B),1,3,0-5%,0,0,Never ,0,Never ,0,Neither agree nor disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Neither agree nor disagree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 12:10,RB140,27/12/2018,B,Robieb,0,Yes,Robieb,Male   ,39,None, Cambodian         ,Khmer      ,Buddhist,Bicycle,"Western medicine, Traditional Khmer medicine",Western medicine,Trust,Trust,Distrust,Trust,Distrust,Don’t know,Distrust,Trust,Trust,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Don’t know,Neither trust nor distrust,Distrust,Don’t know,Don’t know,Red (B),2,2,0-5%,0,0,Never ,0,Never ,0,Don’t know,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Neither agree nor disagree,Don’t know,"Question 8: In respondent's house has no items in the list. 
Question 12, respondent has no idea about the source country of the medicine, it depand on the doctor privide them.",No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
Preah Vihear,1/24/2019 13:16,RB141,27/12/2018,A,Robieb,0,Yes,Robieb,Male   ,36,Secondary school, Cambodian         ,Khmer      ,Buddhist,"Tractor, TV, Mobile phone, Motorbike, Fan",Western medicine,Western medicine,Don’t know,Trust,Neither trust nor distrust,Trust,Distrust,Distrust,Distrust,Neither trust nor distrust,Completely trust,Distrust,Distrust,Distrust,Distrust,Distrust,Completely trust,Distrust,Distrust,Distrust,Completely distrust,Green (A)    ,2,1,0-5%,0,0,Never ,0,Never ,0,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Don’t know,None,No,No,No,No,No,No,No,No,No,Preah Vihear,Additional site for demand survey 
